ID,Unnamed: 0,pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
4938,1882475,1882476,tcp,192.168.100.147,65096,192.168.100.3,80,231235,0,100,0.279559,1,0.279559,100,0,3.577063,0.279559,1,DDoS,TCP
4939,3106577,3106578,udp,192.168.100.148,44351,192.168.100.3,80,215800,1.281862,35,1.386749,4,3.199568,100,0,0.729161,4.110548,1,DDoS,UDP
4940,3345286,3345287,udp,192.168.100.148,28042,192.168.100.3,80,192359,1.282171,100,1.416266,4,3.229151,100,0,0.724008,4.167676,1,DDoS,UDP
4941,3259195,3259196,udp,192.168.100.150,53442,192.168.100.3,80,106268,0.974187,57,2.024658,4,3.402148,100,0,0.491046,4.112083,1,DDoS,UDP
4942,3295622,3295623,udp,192.168.100.149,55997,192.168.100.3,80,142695,1.950749,88,0,4,2.75869,100,0,0.484392,4.156908,1,DDoS,UDP
4943,3429573,3429574,udp,192.168.100.148,31884,192.168.100.3,80,14493,0.649051,100,2.749986,4,3.667346,100,0,0.728844,4.153212,1,DDoS,UDP
4944,2101221,2101222,tcp,192.168.100.149,2422,192.168.100.3,80,187828,0.0869279999999999,93,3.846976,3,3.933898,100,0,0.24909,4.020821,1,DDoS,TCP
4945,1135367,1135368,udp,192.168.100.148,821,192.168.100.6,80,255935,0.030015,100,3.498474,4,3.549978,100,0,0.280428,3.573767,1,DoS,UDP
4946,1414815,1414816,udp,192.168.100.150,29596,192.168.100.3,80,11073,1.223606,100,1.737498,4,4.184594,100,0,0.586767,4.816165,1,DoS,UDP
4947,3352539,3352540,udp,192.168.100.148,30749,192.168.100.3,80,199612,1.283171,64,1.412596,4,3.226957,100,0,0.724275,4.163582,1,DDoS,UDP
4948,2237250,2237251,tcp,192.168.100.148,60450,192.168.100.3,80,61710,1.621317,100,0,1,2.262967,100,0,0.384823,3.714198,1,DDoS,TCP
4949,2598115,2598116,tcp,192.168.100.147,43276,192.168.100.3,80,160429,0.029573,68,0,1,0.017074,100,0,0.089866,0.068296,1,DDoS,TCP
4950,3488559,3488560,udp,192.168.100.150,2752,192.168.100.3,80,73479,1.918159,65,0,4,2.712687,100,0,0.421583,4.070493,1,DDoS,UDP
4951,2765786,2765787,udp,192.168.100.149,20660,192.168.100.3,80,137170,2.023098,100,0,4,2.8501,100,0,0.395815,4.492149,1,DDoS,UDP
4952,225067,225068,tcp,192.168.100.150,43233,192.168.100.3,80,223591,0,58,0.188166,1,0.188166,58,0,5.314456,0.188166,1,DoS,TCP
4953,1779741,1779742,tcp,192.168.100.148,36762,192.168.100.3,80,128501,0.100761,84,0,1,0.100761,100,0,0.199385,0.201522,1,DDoS,TCP
4954,1978911,1978912,tcp,192.168.100.147,28075,192.168.100.3,80,65518,0.271309,100,3.020601,1,3.403893,100,0,0.353036,3.610638,1,DDoS,TCP
4955,2479043,2479044,tcp,192.168.100.150,18416,192.168.100.3,80,41356,0.114508,68,0,1,0.080662,100,0.031891,0.153176,0.259233,1,DDoS,TCP
4956,832915,832916,udp,192.168.100.150,61898,192.168.100.3,80,215639,0.505964,100,3.439891,4,4.300616,100,0,0.418645,4.73025,1,DoS,UDP
4957,3635723,3635724,tcp,192.168.100.148,48968,192.168.100.5,6002,12048,0,100,0.003569,1,0.003569,100,0,0,0.003569,1,Reconnaissance,Service_Scan
4958,1240915,1240916,udp,192.168.100.147,35421,192.168.100.7,80,99327,1.781982,55,0,4,1.454981,55,0,0.183514,3.641073,1,DoS,UDP
4959,3471936,3471937,udp,192.168.100.147,1402,192.168.100.3,80,56856,1.512752,76,1.761222,4,3.900397,100,0,1.021514,4.993962,1,DDoS,UDP
4960,1252763,1252764,udp,192.168.100.148,41289,192.168.100.6,80,111175,2.046784,100,0,4,1.670059,100,0,0.189933,4.294319,1,DoS,UDP
4961,1874462,1874463,tcp,192.168.100.148,59981,192.168.100.3,80,223222,0,77,0.327931,1,0.327931,100,0,3.049422,0.327931,1,DDoS,TCP
4962,2654005,2654006,udp,192.168.100.148,6422,192.168.100.3,80,25389,0.316278,100,3.479416,4,3.926522,100,0,0.598634,4.161005,1,DDoS,UDP
4963,1341493,1341494,udp,192.168.100.150,12197,192.168.100.3,80,199905,1.752794,96,0,4,3.058629,96,0,0.479272,4.922595,1,DoS,UDP
4964,2144019,2144020,tcp,192.168.100.149,20516,192.168.100.3,80,230627,0.026728,47,3.829394,3,3.85614,100,0,0.252159,3.882885,1,DDoS,TCP
4965,2244767,2244768,tcp,192.168.100.149,19289,192.168.100.3,80,69227,1.69752,73,0,3,2.392499,100,0,0.281721,3.759978,1,DDoS,TCP
4966,3041213,3041214,udp,192.168.100.148,17468,192.168.100.3,80,150436,1.279708,96,1.385909,4,3.195687,100,0,0.656666,4.102104,1,DDoS,UDP
4967,3241463,3241464,udp,192.168.100.147,11294,192.168.100.3,80,88536,1.413936,95,1.982364,4,3.981877,100,0,1.003276,4.998524,1,DDoS,UDP
4968,2670205,2670206,udp,192.168.100.147,31667,192.168.100.3,80,41589,0.454784,100,3.981343,4,4.347029,100,0,0.840734,4.988074,1,DDoS,UDP
4969,2210240,2210241,tcp,192.168.100.150,15375,192.168.100.3,80,34699,0.073206,100,3.596737,3,3.669949,100,0,0.269735,3.743161,1,DDoS,TCP
4970,3280138,3280139,udp,192.168.100.147,34698,192.168.100.3,80,127211,0.821894,100,2.9846,4,3.990323,100,0,1.002355,4.997819,1,DDoS,UDP
4971,2342346,2342347,tcp,192.168.100.149,40893,192.168.100.3,80,166807,0.096813,100,3.43309,3,3.529903,100,0,0.282735,3.626716,1,DDoS,TCP
4972,2614747,2614748,tcp,192.168.100.147,46940,192.168.100.3,80,177061,0.132578,67,0,1,0.187452,100,0.057848,0.138645,0.284616,1,DDoS,TCP
4973,3228123,3228124,udp,192.168.100.147,1602,192.168.100.3,80,75196,1.414942,100,1.981934,4,3.982887,100,0,1.003324,4.998734,1,DDoS,UDP
4974,2017946,2017947,tcp,192.168.100.150,38141,192.168.100.3,80,104553,0.105382,100,4.023755,3,4.129137,100,0,0.20621,4.234519,1,DDoS,TCP
4975,136906,136907,tcp,192.168.100.150,22448,192.168.100.3,80,135430,0.022236,39,0.102338,1,0.124574,39,0.036752,0.110256,0.14681,1,DoS,TCP
4976,3460736,3460737,udp,192.168.100.150,64373,192.168.100.3,80,45656,0.978155,87,1.996904,4,3.380212,100,0,0.422964,4.076896,1,DDoS,UDP
4977,1552955,1552956,udp,192.168.100.148,5759,192.168.100.6,80,149213,1.717797,69,0.0548,4,3.029915,69,0,0.242172,4.043026,1,DoS,UDP
4978,3198094,3198095,udp,192.168.100.147,58986,192.168.100.3,80,45167,0.823256,100,2.975774,4,3.983388,100,0,1.002928,4.992329,1,DDoS,UDP
4979,3210848,3210849,udp,192.168.100.147,62462,192.168.100.3,80,57921,0.822357,52,2.97652,4,3.981148,100,0,1.003392,4.990855,1,DDoS,UDP
4980,2489662,2489663,tcp,192.168.100.150,21895,192.168.100.3,80,51975,0.123975,100,0,3,0.100976,100,0.068698,0.15549,0.266187,1,DDoS,TCP
4981,2740887,2740888,udp,192.168.100.150,14520,192.168.100.3,80,112271,2.082927,100,0,4,2.922068,100,0,0.390645,4.705614,1,DDoS,UDP
4982,2341479,2341480,tcp,192.168.100.148,24782,192.168.100.3,80,165940,1.572731,40,0,1,2.222601,100,0,0.389141,3.406402,1,DDoS,TCP
4983,710512,710513,udp,192.168.100.150,20989,192.168.100.3,80,93236,1.78293,100,0,4,3.283142,100,0,0.390126,4.699999,1,DoS,UDP
4984,286223,286224,tcp,192.168.100.149,62150,192.168.100.5,80,22594,1.989482,100,0,1,1.163258,100,0,0.135896,4.609,1,DoS,TCP
4985,903849,903850,udp,192.168.100.150,34578,192.168.100.3,80,24416,1.79658,100,0,4,3.593091,100,0,0.446817,4.501283,1,DoS,UDP
4986,3265325,3265326,udp,192.168.100.147,26795,192.168.100.3,80,112398,1.238843,100,1.983154,4,3.641982,100,0,0.859687,4.959571,1,DDoS,UDP
4987,530328,530329,tcp,192.168.100.150,61248,192.168.100.3,80,4547,0.01238,86,0.14176,1,0.153511,86,0.040424,0.101059,0.170626,1,DoS,TCP
4988,1520650,1520651,udp,192.168.100.150,51385,192.168.100.3,80,116908,0.023911,100,4.786998,4,4.811052,100,0,0.625797,4.849505,1,DoS,UDP
4989,1750859,1750860,tcp,192.168.100.149,22507,192.168.100.3,80,99619,0,74,0,3,0,100,0,0.095179,0,1,DDoS,TCP
4990,2737285,2737286,udp,192.168.100.148,37657,192.168.100.3,80,108669,0.889673,21,2.757613,4,3.935542,100,0,0.617945,4.907439,1,DDoS,UDP
4991,598930,598931,tcp,192.168.100.148,1132,192.168.100.6,80,73150,0.021261,90,0,3,0.02126,90,0.054561,0.05305,0.042766,1,DoS,TCP
4992,2954988,2954989,udp,192.168.100.148,58722,192.168.100.3,80,64211,0.630657,100,2.765625,4,3.657502,100,0,0.729086,4.105884,1,DDoS,UDP
4993,257178,257179,tcp,192.168.100.150,63606,192.168.100.3,80,255733,0,96,0.178911,1,0.178911,96,0,5.589371,0.178911,1,DoS,TCP
4994,1083052,1083053,udp,192.168.100.148,52244,192.168.100.6,80,203619,0.026527,64,3.513221,4,3.553622,64,0,0.280267,3.579265,1,DoS,UDP
4995,1882136,1882137,tcp,192.168.100.149,58358,192.168.100.3,80,230896,0,63,0,3,0,100,0,0,0,1,DDoS,TCP
4996,2219528,2219529,tcp,192.168.100.150,17991,192.168.100.3,80,43988,0.083001,76,3.571254,3,3.654261,100,0,0.270514,3.737267,1,DDoS,TCP
4997,3521383,3521384,udp,192.168.100.147,29920,192.168.100.3,80,106303,1.871413,100,0.992227,4,3.638682,100,0,1.004807,4.984058,1,DDoS,UDP
4998,790126,790127,udp,192.168.100.147,58219,192.168.100.7,80,172850,0.830147,39,2.56241,4,3.034786,39,0,0.358931,4.691745,1,DoS,UDP
4999,3222664,3222665,udp,192.168.100.150,49344,192.168.100.3,80,69737,0.971705,78,2.02598,4,3.400023,100,0,0.49069,4.104902,1,DDoS,UDP
5000,2326506,2326507,tcp,192.168.100.147,4676,192.168.100.3,80,150967,1.42233,100,0,3,2.009701,100,0,0.323055,3.087784,1,DDoS,TCP
5001,3260092,3260093,udp,192.168.100.147,23795,192.168.100.3,80,107165,0.822758,100,2.980245,4,3.983837,100,0,1.002956,4.995532,1,DDoS,UDP
5002,209992,209993,tcp,192.168.100.150,38113,192.168.100.3,80,208516,0,100,0.098447,1,0.098447,100,0,10.157749,0.098447,1,DoS,TCP
5003,939189,939190,udp,192.168.100.149,6859,192.168.100.5,80,59756,0.024864,100,4.090995,4,4.125165,100,0,0.242847,4.149294,1,DoS,UDP
5004,1856412,1856413,tcp,192.168.100.150,46924,192.168.100.3,80,205172,0,100,0.240507,1,0.240507,100,0,4.157883,0.240507,1,DDoS,TCP
5005,3493408,3493409,udp,192.168.100.147,15491,192.168.100.3,80,78328,1.06998,11,2.694868,4,4.207768,100,0,0.956376,4.989477,1,DDoS,UDP
5006,3530176,3530177,udp,192.168.100.149,55,192.168.100.3,80,115096,0.991543,94,1.993849,4,3.395639,100,0,0.489908,4.127747,1,DDoS,UDP
5007,1240268,1240269,udp,192.168.100.147,34947,192.168.100.7,80,98680,1.816978,94,0,4,2.223403,94,0,0.214277,3.842967,1,DoS,UDP
5008,3256950,3256951,udp,192.168.100.147,21805,192.168.100.3,80,104023,0.822399,100,2.979936,4,3.983041,100,0,1.003115,4.994343,1,DDoS,UDP
5009,1321161,1321162,udp,192.168.100.148,58787,192.168.100.6,80,179573,1.899004,100,0,4,3.236187,100,0,0.188293,4.869211,1,DoS,UDP
5010,3404860,3404861,udp,192.168.100.149,26016,192.168.100.3,80,251933,1.937135,85,0,4,2.738916,100,0,0.484597,4.158306,1,DDoS,UDP
5011,1144460,1144461,udp,192.168.100.148,17753,192.168.100.6,80,2872,2.050741,76,0,4,1.673206,76,0,0.191081,4.306617,1,DoS,UDP
5012,483041,483042,tcp,192.168.100.150,53075,192.168.100.3,80,219415,0.013474,100,0.15062,1,0.164093,100,0.036364,0.109091,0.177567,1,DoS,TCP
5013,3467214,3467215,udp,192.168.100.149,59084,192.168.100.3,80,52134,1.007599,100,1.966509,4,3.390932,100,0,0.49089,4.136963,1,DDoS,UDP
5014,1655763,1655764,tcp,192.168.100.147,5425,192.168.100.3,80,4523,0.00627,100,0,1,0.00627,100,0,0.225254,0.012541,1,DDoS,TCP
5015,1732253,1732254,tcp,192.168.100.149,17265,192.168.100.3,80,81013,0.116696,100,0,1,0.116696,100,0,0.185748,0.233393,1,DDoS,TCP
5016,2936780,2936781,udp,192.168.100.148,55096,192.168.100.3,80,46003,0.633857,100,2.76221,4,3.658582,100,0,0.729233,4.113968,1,DDoS,UDP
5017,2933083,2933084,udp,192.168.100.150,22090,192.168.100.3,80,42306,0.94136,100,2.040349,4,3.371632,100,0,0.494548,4.039095,1,DDoS,UDP
5018,3007299,3007300,udp,192.168.100.148,5199,192.168.100.3,80,116522,0.633234,29,2.761841,4,3.65737,100,0,0.729367,4.105588,1,DDoS,UDP
5019,1512777,1512778,udp,192.168.100.150,47160,192.168.100.3,80,109035,0.031375,100,4.783324,4,4.813618,100,0,0.62518,4.865268,1,DoS,UDP
5020,3332206,3332207,udp,192.168.100.149,62475,192.168.100.3,80,179279,1.95565,46,0,4,2.765678,100,0,0.484357,4.159343,1,DDoS,UDP
5021,2427581,2427582,tcp,192.168.100.149,62881,192.168.100.3,80,252042,0.120349,73,3.395261,3,3.515606,100,0,0.283629,3.635952,1,DDoS,TCP
5022,1188649,1188650,udp,192.168.100.147,4890,192.168.100.7,80,47061,0.653768,100,2.276453,4,3.383891,100,0,0.217619,3.975762,1,DoS,UDP
5023,3384402,3384403,udp,192.168.100.149,15285,192.168.100.3,80,231475,1.935575,100,0,4,2.736806,100,0,0.484658,4.15102,1,DDoS,UDP
5024,200716,200717,tcp,192.168.100.150,35410,192.168.100.3,80,199240,0,100,0.176133,1,0.176133,100,0,5.677527,0.176133,1,DoS,TCP
5025,1816787,1816788,tcp,192.168.100.147,49747,192.168.100.3,80,165547,2.128666,47,0.231384,1,2.36005,100,0,0.229393,4.488716,1,DDoS,TCP
5026,820395,820396,udp,192.168.100.147,64780,192.168.100.7,80,203119,1.049056,26,0,4,2.09684,26,0,0.326258,2.666574,1,DoS,UDP
5027,3523168,3523169,udp,192.168.100.148,54152,192.168.100.3,80,108088,1.292501,100,1.379926,4,3.207617,100,0,0.729393,4.143877,1,DDoS,UDP
5028,994204,994205,udp,192.168.100.148,35773,192.168.100.6,80,114771,0.023096,100,3.543188,4,3.567239,100,0,0.279937,3.604559,1,DoS,UDP
5029,2724668,2724669,udp,192.168.100.148,34584,192.168.100.3,80,96052,0.920227,37,2.75751,4,3.963148,100,0,0.61457,4.990294,1,DDoS,UDP
5030,1536538,1536539,udp,192.168.100.150,58828,192.168.100.3,80,132796,0.015773,84,4.781916,4,4.801923,84,0,0.626788,4.824995,1,DoS,UDP
5031,611350,611351,tcp,192.168.100.147,30969,192.168.100.7,80,85570,0,100,0,3,0,100,0,0.07177,0,1,DoS,TCP
5032,682478,682479,udp,192.168.100.150,11665,192.168.100.3,80,65202,1.78369,100,0,4,3.306961,100,0,0.385736,4.708098,1,DoS,UDP
5033,2233376,2233377,tcp,192.168.100.147,48661,192.168.100.3,80,57836,0.150405,83,2.678319,3,2.89102,100,0,0.338704,2.998739,1,DDoS,TCP
5034,1345465,1345466,udp,192.168.100.150,13865,192.168.100.3,80,203877,1.749756,100,0,4,3.051081,100,0,0.481524,4.922758,1,DoS,UDP
5035,3295125,3295126,udp,192.168.100.148,64307,192.168.100.3,80,142198,0.64173,100,2.778378,4,3.68514,100,0,0.724617,4.171147,1,DDoS,UDP
5036,1764899,1764900,tcp,192.168.100.149,26631,192.168.100.3,80,113659,0.097884,72,0,1,0.097884,100,0,0.189611,0.195768,1,DDoS,TCP
5037,3535071,3535072,udp,192.168.100.147,35889,192.168.100.3,80,119991,2.340347,98,0,4,3.30968,100,0,1.004634,4.983154,1,DDoS,UDP
5038,3040185,3040186,udp,192.168.100.149,39183,192.168.100.3,80,149408,1.90811,42,0,4,2.698472,100,0,0.493495,4.051276,1,DDoS,UDP
5039,832497,832498,udp,192.168.100.149,43636,192.168.100.5,80,215221,2.107123,30,0,4,2.106133,30,0,0.21771,4.303638,1,DoS,UDP
5040,3416495,3416496,udp,192.168.100.148,26674,192.168.100.3,80,1413,0.649461,100,2.749606,4,3.667536,100,0,0.728799,4.153922,1,DDoS,UDP
5041,2216998,2216999,tcp,192.168.100.147,45230,192.168.100.3,80,41458,0.107997,4,2.742008,3,2.885051,100,0,0.338071,3.002945,1,DDoS,TCP
5042,2721298,2721299,udp,192.168.100.150,9432,192.168.100.3,80,92682,1.198254,58,2.010557,4,3.642035,100,0,0.401119,4.854548,1,DDoS,UDP
5043,2148760,2148761,tcp,192.168.100.147,6994,192.168.100.3,80,235368,1.648734,100,0,3,2.331652,100,0,0.299861,3.503667,1,DDoS,TCP
5044,75722,75723,tcp,192.168.100.147,36427,192.168.100.7,80,74246,0,100,0,3,0,100,0,0.125259,0,1,DoS,TCP
5045,483788,483789,tcp,192.168.100.150,53796,192.168.100.3,80,220162,0.033781,99,0.127136,1,0.160917,99,0.036555,0.109665,0.194698,1,DoS,TCP
5046,911258,911259,udp,192.168.100.147,38621,192.168.100.7,80,31825,0.451815,98,1.371993,4,2.381907,98,0,0.404654,2.605426,1,DoS,UDP
5047,1192488,1192489,udp,192.168.100.147,8030,192.168.100.7,80,50900,0.444089,100,2.775615,4,3.507101,100,0,0.217469,3.975113,1,DoS,UDP
5048,1985841,1985842,tcp,192.168.100.149,43780,192.168.100.3,80,72448,1.914364,61,0,3,2.705764,100,0,0.251393,4.138109,1,DDoS,TCP
5049,3656006,3656007,udp,192.168.100.147,35226,192.168.100.5,28840,33018,0,19,0.000219,4,0.000219,77,0,0,0.000219,1,Reconnaissance,Service_Scan
5050,1113201,1113202,udp,192.168.100.147,29579,192.168.100.7,80,233768,0.531389,74,2.545073,4,2.847685,74,0,0.406314,3.909682,1,DoS,UDP
5051,892009,892010,udp,192.168.100.148,2354,192.168.100.6,80,12576,1.432352,98,0,4,2.864598,98,0,0.280475,3.600827,1,DoS,UDP
5052,1771331,1771332,tcp,192.168.100.148,34571,192.168.100.3,80,120091,0.003495,100,0.176274,1,0.179769,100,0.098747,0.29624,0.183263,1,DDoS,TCP
5053,3342642,3342643,udp,192.168.100.148,26358,192.168.100.3,80,189715,1.281131,86,1.417667,4,3.229084,100,0,0.724151,4.16668,1,DDoS,UDP
5054,3055458,3055459,udp,192.168.100.148,22662,192.168.100.3,80,164681,0.639356,61,2.748518,4,3.652699,100,0,0.729738,4.107843,1,DDoS,UDP
5055,1168726,1168727,udp,192.168.100.150,31331,192.168.100.3,80,27138,1.687875,100,0,4,3.468337,100,0,0.458557,4.881902,1,DoS,UDP
5056,1842696,1842697,tcp,192.168.100.147,56197,192.168.100.3,80,191456,0,97,0,3,0,100,0,0,0,1,DDoS,TCP
5057,2291422,2291423,tcp,192.168.100.148,11234,192.168.100.3,80,115883,1.555999,28,0,3,2.194838,100,0,0.306085,3.429057,1,DDoS,TCP
5058,1006188,1006189,udp,192.168.100.148,38733,192.168.100.6,80,126755,0.019532,100,3.535879,4,3.564766,100,0,0.28004,3.590912,1,DoS,UDP
5059,2935968,2935969,udp,192.168.100.150,22863,192.168.100.3,80,45191,0.94119,100,2.040558,4,3.3716,100,0,0.494563,4.039361,1,DDoS,UDP
5060,1177202,1177203,udp,192.168.100.149,55349,192.168.100.5,80,35614,1.646604,100,0,4,2.014217,100,0,0.220923,3.504136,1,DoS,UDP
5061,257049,257050,tcp,192.168.100.149,53363,192.168.100.5,80,255604,0,100,0,3,0,100,0,0.157669,0,1,DoS,TCP
5062,2759426,2759427,udp,192.168.100.147,59778,192.168.100.3,80,130810,0.783768,100,3.003871,4,3.979934,100,0,0.860594,4.922843,1,DDoS,UDP
5063,1264055,1264056,udp,192.168.100.147,45697,192.168.100.7,80,122467,1.815506,100,0,4,2.221511,100,0,0.211177,3.842244,1,DoS,UDP
5064,439090,439091,tcp,192.168.100.148,33158,192.168.100.6,80,175462,0.089462,100,0,1,0.053538,100,0.040551,0.130351,0.230074,1,DoS,TCP
5065,3195150,3195151,udp,192.168.100.147,58088,192.168.100.3,80,42223,0.823246,92,2.981973,4,3.986046,100,0,1.002761,4.998453,1,DDoS,UDP
5066,2033746,2033747,tcp,192.168.100.149,52714,192.168.100.3,80,120353,1.91072,54,0,1,2.693418,100,0,0.317619,4.228287,1,DDoS,TCP
5067,1111100,1111101,udp,192.168.100.147,28246,192.168.100.7,80,231667,0.531169,100,2.540834,4,2.847925,100,0,0.40631,3.909302,1,DoS,UDP
5068,2742305,2742306,udp,192.168.100.150,14786,192.168.100.3,80,113689,2.07677,100,0,4,2.914419,100,0,0.39123,4.686405,1,DDoS,UDP
5069,1635705,1635706,udp,192.168.100.149,20655,192.168.100.5,80,231964,1.704363,100,0,4,2.808452,100,0,0.279245,4.601468,1,DoS,UDP
5070,1211348,1211349,udp,192.168.100.147,20562,192.168.100.7,80,69760,0.327371,100,3.621505,4,3.887767,100,0,0.216407,4.436132,1,DoS,UDP
5071,3090314,3090315,udp,192.168.100.150,49704,192.168.100.3,80,199537,1.899148,100,0,4,2.685799,100,0,0.494856,4.031852,1,DDoS,UDP
5072,1025698,1025699,udp,192.168.100.150,64995,192.168.100.3,80,146265,1.787232,26,0,4,3.57436,26,0,0.446564,4.481455,1,DoS,UDP
5073,1899242,1899243,tcp,192.168.100.150,58206,192.168.100.3,80,248002,0,82,0,3,0,100,0,0,0,1,DDoS,TCP
5074,1460015,1460016,udp,192.168.100.150,3944,192.168.100.3,80,56273,1.924842,100,0,4,3.848189,100,0,0.623475,4.912522,1,DoS,UDP
5075,1024640,1024641,udp,192.168.100.149,32157,192.168.100.5,80,145207,1.780445,100,0,4,3.083502,100,0,0.230784,4.145475,1,DoS,UDP
5076,3445086,3445087,udp,192.168.100.148,37808,192.168.100.3,80,30006,0.62644,100,2.796589,4,3.681914,100,0,0.726704,4.152733,1,DDoS,UDP
5077,834820,834821,udp,192.168.100.148,53338,192.168.100.6,80,217544,1.582616,100,0,4,2.738169,100,0,0.256635,3.771733,1,DoS,UDP
5078,1915987,1915988,tcp,192.168.100.147,15484,192.168.100.3,80,2587,0.203227,100,3.122143,1,3.391473,100,0.142848,0.467206,3.683715,1,DDoS,TCP
5079,404049,404050,tcp,192.168.100.149,35030,192.168.100.5,80,140421,1.857389,100,0,1,0.96395,100,0.052869,0.114614,4.677085,1,DoS,TCP
5080,2992495,2992496,udp,192.168.100.149,34935,192.168.100.3,80,101718,1.909161,8,0,4,2.699955,100,0,0.493519,4.05533,1,DDoS,UDP
5081,622488,622489,udp,192.168.100.147,8076,192.168.100.7,80,5212,1.244253,100,0,4,1.758356,100,0,0.306441,2.714059,1,DoS,UDP
5082,43067,43068,tcp,192.168.100.147,27940,192.168.100.7,80,41591,0,33,0,3,0,33,0,0.093446,0,1,DoS,TCP
5083,1887876,1887877,tcp,192.168.100.148,63236,192.168.100.3,80,236636,0,38,0,3,0,100,0,0,0,1,DDoS,TCP
5084,170149,170150,tcp,192.168.100.147,60891,192.168.100.7,80,168673,0,50,0,3,0,50,0,0.123532,0,1,DoS,TCP
5085,1467076,1467077,udp,192.168.100.150,9661,192.168.100.3,80,63334,1.924852,31,0,4,3.84825,31,0,0.60739,4.911267,1,DoS,UDP
5086,3361332,3361333,udp,192.168.100.150,10986,192.168.100.3,80,208405,1.923719,100,0,4,2.720505,100,0,0.490688,4.094295,1,DDoS,UDP
5087,1696936,1696937,tcp,192.168.100.150,8034,192.168.100.3,80,45696,0,100,0,3,0,100,0,0.0845139999999999,0,1,DDoS,TCP
5088,941145,941146,udp,192.168.100.147,44333,192.168.100.7,80,61712,0.446127,63,1.391017,4,2.388421,63,0,0.404424,2.601651,1,DoS,UDP
5089,2681732,2681733,udp,192.168.100.148,20412,192.168.100.3,80,53116,0.300863,100,3.499865,4,3.925221,100,0,0.602214,4.146896,1,DDoS,UDP
5090,2121482,2121483,tcp,192.168.100.147,62710,192.168.100.3,80,208089,0.310257,100,3.055251,1,3.4617,100,0.144167,0.444003,3.808067,1,DDoS,TCP
5091,1081701,1081702,udp,192.168.100.147,5759,192.168.100.7,80,202268,0.023539,100,2.543084,4,2.581363,100,0,0.386572,2.609601,1,DoS,UDP
5092,1544787,1544788,udp,192.168.100.149,57457,192.168.100.5,80,141045,0.074425,100,3.282443,4,3.348438,100,0,0.283811,3.473264,1,DoS,UDP
5093,821434,821435,udp,192.168.100.147,65051,192.168.100.7,80,204158,1.053248,100,0,4,2.105045,100,0,0.326267,2.675513,1,DoS,UDP
5094,2627363,2627364,tcp,192.168.100.150,43188,192.168.100.3,80,189677,0.12518,67,0,3,0.102208,100,0.075016,0.151815,0.256639,1,DDoS,TCP
5095,2678370,2678371,udp,192.168.100.148,18778,192.168.100.3,80,49754,0.298521,100,3.50377,4,3.925817,100,0,0.601664,4.145637,1,DDoS,UDP
5096,863769,863770,udp,192.168.100.149,56038,192.168.100.5,80,246493,0.403029,100,4.101269,4,4.427349,100,0,0.230181,4.995236,1,DoS,UDP
5097,3413017,3413018,udp,192.168.100.149,30355,192.168.100.3,80,260090,1.940007,49,0,4,2.743013,100,0,0.484489,4.162976,1,DDoS,UDP
5098,1219893,1219894,udp,192.168.100.147,24943,192.168.100.7,80,78305,0.542877,49,3.615938,4,4.003357,49,0,0.215911,4.934464,1,DoS,UDP
5099,1084609,1084610,udp,192.168.100.147,8283,192.168.100.7,80,205176,0.5328,100,2.54298,4,2.847111,100,0,0.406372,3.911637,1,DoS,UDP
5100,1274019,1274020,udp,192.168.100.150,57232,192.168.100.3,80,132431,1.785315,100,0,4,3.146611,100,0,0.461517,4.910637,1,DoS,UDP
5101,3599020,3599021,tcp,192.168.100.147,51614,192.168.100.3,311,3810,0,100,0.000025,1,0.000025,100,0,0,0.000025,1,Reconnaissance,Service_Scan
5102,1992970,1992971,tcp,192.168.100.150,32401,192.168.100.3,80,79577,1.873115,100,0.176851,1,2.822181,100,0.238025,0.338242,4.265296,1,DDoS,TCP
5103,765141,765142,udp,192.168.100.150,39285,192.168.100.3,80,147865,0.111807,100,4.45439,4,4.547652,100,0,0.396717,4.72844,1,DoS,UDP
5104,2494486,2494487,tcp,192.168.100.150,23446,192.168.100.3,80,56799,0.10666,92,0,1,0.05333,100,0,0.12923,0.266651,1,DDoS,TCP
5105,2092372,2092373,tcp,192.168.100.148,35172,192.168.100.3,80,178979,1.893055,100,0,3,2.608545,100,0,0.272569,4.434453,1,DDoS,TCP
5106,194001,194002,tcp,192.168.100.148,56037,192.168.100.6,80,192525,0.010212,100,0,1,0.005896,100,0,0.131075,0.023584,1,DoS,TCP
5107,2714467,2714468,udp,192.168.100.148,31911,192.168.100.3,80,85851,0.360292,53,3.368867,4,3.87838,100,0,0.611217,4.136687,1,DDoS,UDP
5108,3578066,3578067,tcp,192.168.100.150,46997,192.168.100.3,5222,788,0,100,0.000217,1,0.000217,100,0,0,0.000217,1,Reconnaissance,OS_Fingerprint
5109,743091,743092,udp,192.168.100.148,33074,192.168.100.6,80,125815,1.551753,100,0,4,2.687647,100,0,0.239534,3.600811,1,DoS,UDP
5110,2077950,2077951,tcp,192.168.100.150,50341,192.168.100.3,80,164557,1.969054,88,0,3,1.969054,100,0,0.139407,3.938109,1,DDoS,TCP
5111,797641,797642,udp,192.168.100.148,45050,192.168.100.6,80,180365,1.575564,73,0,4,2.727332,73,0,0.248616,3.72518,1,DoS,UDP
